Name,Job title,Job department,Job location,Headline,Creation time,Stage,Tags,Source,Type,Summary,Keywords,Educations,Experiences,Skills,Disqualified,Disqualified at,Disqualification category,Disqualification reason,Disqualification note,Question 1,Answer 1,Question 2,Answer 2,Question 3,Answer 3,Question 4,Answer 4,Question 5,Answer 5,Question 6,Answer 6,Question 7,Answer 7
Candidate 64,QA Engineer - Manual,Engineering,Chile,,2024-08-13 7:01:25,Applied,,linkedin.com free,ManualCandidate,,,"Licenciado Administración at Experimental Simón Rodríguez ""UNESR (N/A to N/A)",Operador De Servicio at PEDIDOS YA (May 2024 to Jun 2024)  | Analista Qa at QANOVA (Jul 2022 to Feb 2024)  | Especialista De Productos Ti at FEBRE 2021 BANCO ESTADO (Jan 2020 to N/A)  | Especialista De Productos Ti at BANCO ITAU (Jan 2018 to Dec 2019)  | Venezuela Especialista De Qa at BANCO BANESCO (Jan 2017 to Dec 2018)  | Analista Funcional at UNISEGUROS (Jan 2015 to Jul 2016)  | Venezuela Analista Calidad at VIVIR SEGUROS (Jan 2011 to May 2015)  | Venezuela Consultor at BANCARIBE (Jan 2011 to Sep 2011)  | Venezuela Consultor De Procesos at SEGUROS CONSTITUCION (Jan 2009 to May 2011)  | Venezuela Consultor De Procesos at SEGUROS LA PREVISORA (Jan 2006 to Jun 2009)  | Mensajero Externo at GRUPO ZOOM (Jan 2005 to Dec 2006)  | Venezuela Operador De Call Center at ATENTO (Jan 2005 to Dec 2006),Quality Assurance|Organization Skills,Yes,2024-08-14 8:56:43,,,,How many years of experience do you have as a QA Manual Engineer?,12,"Have you ever worked in a start-up environment? If so, how was your experience?",Si. Proyectos de implantación para atención al cliente qmatic. Proyecto de mejoras a sucursales.,"Do you have any certifications? If so, please share the names.",Scrum /Itil / gherkin / six sigma,Do you currently live in Latin America?,TRUE,,,,,,
Candidate 65,QA Engineer - Manual,Engineering,Chile,,2024-08-13 5:00:01,Applied,,startup.jobs,ManualCandidate,,,,Weelo at BEE AGENCY JSC (Apr 2020 to May 2020)  | Software Engineer at TITLE (N/A to N/A),,Yes,2024-08-13 5:00:02,Rejected candidate,Doesn't have required qualifications,Do you currently live in Latin America? No,How many years of experience do you have as a QA Manual Engineer?,4,"Have you ever worked in a start-up environment? If so, how was your experience?","Yes I have, It's was great when you get more creativity &amp; ownership of company's product
but it's kind of pressed somtime","Do you have any certifications? If so, please share the names.","So currently I've 8 ISTQB certificates
Which is:
- ISTQB Foundation Level
- ISTQB Agile Foundation
- ISTQB Mobile Testing
- ISTQB User Acceptance Testing
- ISTQB Performance Testing
- ISTQB Advanced - Test Analyst
- ISTQB Advanced - Technical Test Analyst 
- ISTQB Advanced - Agile Technical Tester",Do you currently live in Latin America?,FALSE,,,,,,
Candidate 66,QA Engineer - Manual,Engineering,Chile,,2024-08-13 4:17:24,Applied,,linkedin.com free,ManualCandidate,,,Bachelor of Engineering Electronics Engineering at Kalyani Government Engineering College (Mar 2006 to Apr 2010),Senior Software Engineer at Qapitol QA (Mar 2020 to N/A)  | Office Ride at Ford Motor (Mar 2020 to Nov 2020),,Yes,2024-08-13 4:17:28,Rejected candidate,Doesn't have required qualifications,Do you currently live in Latin America? No,How many years of experience do you have as a QA Manual Engineer?,5,"Have you ever worked in a start-up environment? If so, how was your experience?",4,"Do you have any certifications? If so, please share the names.",no,Do you currently live in Latin America?,FALSE,,,,,,
Candidate 67,QA Engineer - Manual,Engineering,Chile,SENIOR CONSULTANT at PROTIVITI,2024-08-13 2:50:17,Applied,,startup.jobs,ManualCandidate,,,,Senior Consultant at PROTIVITI (Feb 2024 to N/A)  | Test Engineer at PROTIVITI- EMKAN Finance (Sep 2021 to Jan 2022)  | Senior Software Engineer at PANDOCORP - HACH CHEMICALS (Apr 2021 to Aug 2021)  | Senior Software Engineer at PANDOCORP - Pando Application (Aug 2020 to Mar 2021)  | Associate Analyst at WIPRO- Your Benefit Resource (Oct 2018 to Jul 2020),,Yes,2024-08-13 2:50:20,Rejected candidate,Doesn't have required qualifications,Do you currently live in Latin America? No,How many years of experience do you have as a QA Manual Engineer?,6,"Have you ever worked in a start-up environment? If so, how was your experience?","Yes, the experience that I have gained in a start-up company like Pandocorp was not easy, and it was rewarding to me as well. On the one hand, my position in start-up was an environment where innovation was a priority and every day was not like the others. In this way, I had to be adaptable and take a lot of responsibilities as well as the titles. In my opinion, this environment was a catalyst for improvement through learning, improvising, and of course thinking out of the box. I was not just solving the problems but also learning the new technologies. The onus is on to automate the technologies that made the company prosper. There were no bottlenecks when I closely worked with other team members, successfully managing, and delivering projects on time. I was able to become more effective through the first-hand experience I got, and the stronger connections I had with my colleagues.","Do you have any certifications? If so, please share the names.",Selenium + Java,Do you currently live in Latin America?,FALSE,,,,,,
Candidate 68,Ruby + (Golang/Rust) Engineer,Engineering,Chile,,2024-08-13 0:47:59,Applied,,unknown,ManualCandidate,,,Bachelor of Fine Arts Communication Design at Texas State University (Jun 2010 to Dec 2014),Senior Ux and Ui Designer at Slide UX (Dec 2023 to N/A)  | Senior Ux and Product Designer at Nerdery (Apr 2019 to Nov 2021),,Yes,2024-08-13 0:48:01,Rejected candidate,Doesn't have required qualifications,Are you located in Latin America? No,Do you have 4+ years of professional experience as a Software Engineer?,TRUE,Do you have at least 3 years of experience with Ruby on Rails? (recent experience),TRUE,,,Describe your experience with either Golang or Rust.,"I have experience with Golang, having used it in various projects to build efficient and scalable backend services.",,,Do you have an experience in a startup environment? Tell us about your experience.,"I have extensive experience in a startup environment, where I have led design and user testing initiatives, focusing on strategic development and user experience enhancement.",Are you located in Latin America?,FALSE
Candidate 69,QA Engineer - Manual,Engineering,Chile,Curriculum qa,2024-08-12 23:26:01,Applied,,linkedin.com free,ManualCandidate,,,,,,Yes,2024-08-14 8:56:48,,,,How many years of experience do you have as a QA Manual Engineer?,0,"Have you ever worked in a start-up environment? If so, how was your experience?",No,"Do you have any certifications? If so, please share the names.",No,Do you currently live in Latin America?,TRUE,,,,,,
Candidate 70,Lead Generator,Engineering,Colombia,,2024-08-12 20:17:04,Applied,,linkedin.com free,ManualCandidate,,,,Ejecutiva Comercial at Scotiabank Colpatria (Jan 2018 to Dec 2020),Microsoft Excel|Sales|Communication|Customer Relationship Management (CRM),Yes,2024-08-13 12:52:46,,,,"From 1 to 10, how would you consider your LinkedIn Sales Navigator knowledge?",8,Please describe your experience as lead generator or sales development representative.,9,"The max compensation for this role is USD 1200 per month + benefits, please confirm you are okay with this.",TRUE,Do you currently live in Latin America?,TRUE,How many years of experience do you have as a Lead Generator?,,How many years of experience do you have as a Lead Generator?,9,,
Candidate 71,Lead Generator,Engineering,Colombia,,2024-08-12 19:34:20,Applied,,linkedin.com free,ManualCandidate,,,Curso Social at Andrés Bello National University (Jan 2020 to Dec 2022)  | Uvm Growth Specialist at ESCALA Saas (Jan 2015 to Dec 2017)  |  Social at AIEP Modalidad Online (N/A to N/A)  | Diploma Gestión De Talento Humano at Polytechnic University of Catalonia (N/A to Dec 2022),Vice-Presidente at Fundación F.I.J.A.T.E (Jan 2015 to Dec 2017)  | Partner Development Specialist at ESCALA Saas (N/A to N/A)  | Consejero Vocacional at Pre Univeristario Social UCN (N/A to N/A),Microsoft Excel|Financial Services|Social Media|Customer Relationship Management (CRM)|Lead Qualification|Business-to-Business (B2B),Yes,2024-08-13 12:52:21,,,,"From 1 to 10, how would you consider your LinkedIn Sales Navigator knowledge?",8,Please describe your experience as lead generator or sales development representative.,.,"The max compensation for this role is USD 1200 per month + benefits, please confirm you are okay with this.",TRUE,Do you currently live in Latin America?,TRUE,How many years of experience do you have as a Lead Generator?,,How many years of experience do you have as a Lead Generator?,3,,
Candidate 72,QA Engineer - Manual,Engineering,Chile,Quality Assurance Analyst,2024-08-12 17:47:23,Applied,,unknown,ManualCandidate,,,"at University, Morgantown (Jan 1984 to Dec 1985)  | Bachelor of Arts Political Science at Ohio State University (N/A to Dec 1983)  | Certificate Computer Programming at IBM Object Technology University (N/A to Dec 1995)  | Certificate Information Technology, Leadership and Development at The Chubb Institute (N/A to Dec 1997)  | Sap Lucent In at Mercury Interactive - Indus Consulting Group (N/A to Dec 1997)",Quality Assurance Analyst at Bank of America (Mar 2023 to Oct 2023)  | Quality Assurance Analyst at SEI Investments (Jun 2021 to Dec 2022)  | Quality Assurance Analyst at Bloomberg (Jan 2006 to Apr 2017)  | Quality Assurance Analyst at SEI Investments (Dec 2004 to Jan 2006)  | Quality Assurance Analyst at GMAC Insurance (Aug 2003 to Nov 2004)  | Quality Assurance Analyst at GTECH (Jan 2003 to Jul 2003)  | Quality Assurance Analyst at Lucent Technologies (Jul 2001 to Dec 2002)  | Financial Reporting Quality Assurance Analyst at  (Feb 2001 to Jun 2001)  | Quality Assurance Analyst at Mergers and Acquisitions (Jan 1999 to Aug 1999)  | Quality Assurance Analyst at Process and Systems Integration (Jul 1998 to Jul 1999)  | Quality Assurance Analyst at The Prudential Life Insurance (Feb 1996 to Jun 1998)  | Field Training Consultant at  (Feb 1995 to Jan 1996)  | Customer Service Manager at Dynepco (Dec 1992 to Jan 1995)  | Technical Sales Representative at Union Carbide (Jan 1990 to Nov 1992)  | Captive Sales Agent at The Metropolitan Life Insurance (Jan 1987 to Dec 1989),,Yes,2024-08-12 17:47:24,Rejected candidate,Doesn't have required qualifications,Do you currently live in Latin America? No,How many years of experience do you have as a QA Manual Engineer?,25,"Have you ever worked in a start-up environment? If so, how was your experience?","Yes, it was great.  The ability to directly contribute to the growth of a startup is very exiciting.","Do you have any certifications? If so, please share the names.",None,Do you currently live in Latin America?,FALSE,,,,,,
Candidate 73,QA Engineer - Manual,Engineering,Chile,,2024-08-12 16:52:36,Sourcer Screening,,linkedin.com free,ManualCandidate,,,Ingeniería Informática Y at Tecnológica de Chile INACAP (Jan 2015 to Dec 2018),Ingeniero Qa at EVERTEC (Apr 2023 to N/A)  | Ingeniero Qa at EMPRESAS GASCO (Jul 2021 to Mar 2023)  | Ingeniero Qa at INNOVASOFT (Jun 2019 to Jul 2021),,Yes,2024-08-14 15:17:36,Rejected candidate,Job no longer receiving applications,,How many years of experience do you have as a QA Manual Engineer?,5,"Have you ever worked in a start-up environment? If so, how was your experience?",No,"Do you have any certifications? If so, please share the names.","Yes, ISTQB",Do you currently live in Latin America?,TRUE,,,,,,
Candidate 74,QA Engineer - Manual,Engineering,Chile,,2024-08-12 15:52:10,Applied,,linkedin.com free,ManualCandidate,,,Istqb Modern Languages at Kanba Systems Desing (N/A to N/A),Ucla- Universidad Centro Occidental at XEPELIN (Jul 2022 to Jun 2024)  | Software Engineer at Equifax by 23People (Oct 2018 to Feb 2019)  | Quality Assurance at ANDAIN (Mar 2018 to Sep 2018)  | Software Engineer at 23People (Jan 2018 to Feb 2022)  | Software Engineer at Arkiteck (Oct 2017 to Feb 2018)  | Analista De Sistemas at Ingeniería en informatica (Jan 2014 to Dec 2016),Quality Assurance|Microsoft Azure,Yes,2024-08-14 8:57:47,,,,How many years of experience do you have as a QA Manual Engineer?,10,"Have you ever worked in a start-up environment? If so, how was your experience?",Yes!! It was great because we can learn constantly,"Do you have any certifications? If so, please share the names.","ISTQB, Full stack developer",Do you currently live in Latin America?,TRUE,,,,,,
Candidate 75,Lead Generator,Engineering,Colombia,,2024-08-12 15:49:50,Applied,,linkedin.com free,ManualCandidate,,,High School Business Administration at University of Reading (May 1999 to Aug 1999)  |   at Gimnasio Campestre (N/A to Dec 1992)  |   at University of St. Thomas (Minnesota) (N/A to May 2000)  |  International Studies at University of St. Thomas (Minnesota) (N/A to May 2000)  | Master Business at University of St. Thomas (Minnesota) (N/A to May 2001),Sales Manager at Proxy Medical (Oct 2002 to N/A)  | Financial Advisor at Alternativas de Inversión (Mar 2002 to Aug 2002)  | Financial Advisor at American Express Financial Advisors (Aug 2001 to Feb 2002),Microsoft Excel|Sales|English|Market Research|Sales Processes,Yes,2024-08-15 9:57:27,,,,"From 1 to 10, how would you consider your LinkedIn Sales Navigator knowledge?",8,Please describe your experience as lead generator or sales development representative.,"I have been involved is every stage of the sales process. In my experience, the most critical stage is the geneartion of quality leads, a poorly reseached lead would create an unstable sales team as time is wasted and the morale takes a hit. Therefore, I am convinced on the importance on this stage and have the experience to conduct an impecable process","The max compensation for this role is USD 1200 per month + benefits, please confirm you are okay with this.",TRUE,Do you currently live in Latin America?,TRUE,How many years of experience do you have as a Lead Generator?,,How many years of experience do you have as a Lead Generator?,10,,
